,form_type_description,filing_date,reporting_date,company_url,company_cik
1,PREC14A	Preliminary proxy statements contested solicitations,	2022-04-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312522095108/0001193125-22-095108-index.htm,0000063908
322,8-K	Current report,	2014-01-31,	2014-01-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390814000010/0000063908-14-000010-index.htm,0000063908
323,NO ACT	No Action Letter,	2014-01-28,	2014-01-28	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999714001092/9999999997-14-001092-index.htm,0000063908
324,8-K	Current report,	2014-01-23,	2014-01-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390814000008/0000063908-14-000008-index.htm,0000063908
325,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2013-12-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465913091643/0001104659-13-091643-index.htm,0000063908
326,S-8	Securities to be offered to employees in employee benefit plans,	2013-12-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465913091641/0001104659-13-091641-index.htm,0000063908
327,8-K	Current report,	2013-12-09,	2013-12-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000084/0000063908-13-000084-index.htm,0000063908
328,8-K	Current report,	2013-11-14,	2013-11-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000082/0000063908-13-000082-index.htm,0000063908
329,424B2	Prospectus [Rule 424(b)(2)],	2013-11-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465913084886/0001104659-13-084886-index.htm,0000063908
330,8-K	Current report,	2013-11-14,	2013-11-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000080/0000063908-13-000080-index.htm,0000063908
331,8-K	Current report,	2013-11-08,	2013-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000078/0000063908-13-000078-index.htm,0000063908
332,10-Q	Quarterly report [Sections 13 or 15(d)],	2013-10-30,	2013-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000076/0000063908-13-000076-index.htm,0000063908
333,8-K	Current report,	2013-10-21,	2013-10-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000073/0000063908-13-000073-index.htm,0000063908
334,8-K	Current report,	2013-09-18,	2013-09-18	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000069/0000063908-13-000069-index.htm,0000063908
335,8-K	Current report,	2013-09-10,	2013-09-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000066/0000063908-13-000066-index.htm,0000063908
336,8-K	Current report,	2013-08-08,	2013-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000062/0000063908-13-000062-index.htm,0000063908
337,10-Q	Quarterly report [Sections 13 or 15(d)],	2013-07-31,	2013-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000060/0000063908-13-000060-index.htm,0000063908
338,8-K	Current report,	2013-07-22,	2013-07-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000049/0000063908-13-000049-index.htm,0000063908
339,8-K	Current report,	2013-07-19,	2013-07-18	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000046/0000063908-13-000046-index.htm,0000063908
340,11-K	Annual report of employee stock purchase savings and similar plans,	2013-06-20,	2012-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312513265963/0001193125-13-265963-index.htm,0000063908
341,8-K	Current report,	2013-06-10,	2013-06-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000044/0000063908-13-000044-index.htm,0000063908
342,8-K	Current report,	2013-05-28,	2013-05-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000041/0000063908-13-000041-index.htm,0000063908
343,8-K	Current report,	2013-05-08,	2013-05-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000037/0000063908-13-000037-index.htm,0000063908
344,8-K	Current report,	2013-05-06,	2013-05-06	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000035/0000063908-13-000035-index.htm,0000063908
345,UPLOAD	SEC-generated letter,	2013-05-06		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000013024716/0000000000-13-024716-index.htm,0000063908
346,8-K	Current report,	2013-05-03,	2013-05-03	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000032/0000063908-13-000032-index.htm,0000063908
347,CORRESP	Correspondence,	2013-05-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000030/0000063908-13-000030-index.htm,0000063908
348,10-Q	Quarterly report [Sections 13 or 15(d)],	2013-05-01,	2013-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000028/0000063908-13-000028-index.htm,0000063908
349,424B2	Prospectus [Rule 424(b)(2)],	2013-04-30		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000025/0000063908-13-000025-index.htm,0000063908
350,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2013-04-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465913034502/0001104659-13-034502-index.htm,0000063908
351,UPLOAD	SEC-generated letter,	2013-04-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000013022393/0000000000-13-022393-index.htm,0000063908
352,8-K	Current report,	2013-04-19,	2013-04-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000017/0000063908-13-000017-index.htm,0000063908
353,ARS	Annual Report to Security Holders,	2013-04-15,	2012-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999713008540/9999999997-13-008540-index.htm,0000063908
354,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2013-04-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312513152416/0001193125-13-152416-index.htm,0000063908
355,DEF 14A	Other definitive proxy statements,	2013-04-12,	2013-05-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312513152413/0001193125-13-152413-index.htm,0000063908
356,NO ACT	No Action Letter,	2013-03-20,	2013-01-22	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999713007306/9999999997-13-007306-index.htm,0000063908
357,8-K	Current report,	2013-03-13,	2013-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000013/0000063908-13-000013-index.htm,0000063908
358,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2013-02-25,	2012-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000010/0000063908-13-000010-index.htm,0000063908
359,8-K	Current report,	2013-02-20,	2013-02-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312513067300/0001193125-13-067300-index.htm,0000063908
360,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2013-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506613002657/0000315066-13-002657-index.htm,0000063908
361,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2013-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000093247113004707/0000932471-13-004707-index.htm,0000063908
362,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2013-02-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000151905813000081/0001519058-13-000081-index.htm,0000063908
363,8-K	Current report,	2013-02-08,	2013-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312513046376/0001193125-13-046376-index.htm,0000063908
364,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2013-02-05		,,https://www.sec.gov/Archives/edgar/data/0000063908/000108636413002324/0001086364-13-002324-index.htm,0000063908
365,8-K	Current report,	2013-01-31,	2013-01-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312513032402/0001193125-13-032402-index.htm,0000063908
366,8-K	Current report,	2013-01-23,	2013-01-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390813000006/0000063908-13-000006-index.htm,0000063908
367,8-K/A	Current report - amendment,	2012-12-13,	2012-12-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512501862/0001193125-12-501862-index.htm,0000063908
368,8-K	Current report,	2012-12-11,	2012-12-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000049/0000063908-12-000049-index.htm,0000063908
369,8-K	Current report,	2012-12-04,	2012-11-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512490218/0001193125-12-490218-index.htm,0000063908
370,8-K	Current report,	2012-11-15,	2012-11-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512472692/0001193125-12-472692-index.htm,0000063908
371,8-K	Current report,	2012-11-09,	2012-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000046/0000063908-12-000046-index.htm,0000063908
372,10-Q	Quarterly report [Sections 13 or 15(d)],	2012-11-01,	2012-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000044/0000063908-12-000044-index.htm,0000063908
373,8-K	Current report,	2012-10-19,	2012-10-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000041/0000063908-12-000041-index.htm,0000063908
374,424B2	Prospectus [Rule 424(b)(2)],	2012-10-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912066458/0001104659-12-066458-index.htm,0000063908
375,S-3ASR	Automatic shelf registration statement of securities of well-known seasoned issuers,	2012-09-28		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912066444/0001104659-12-066444-index.htm,0000063908
376,8-K	Current report,	2012-09-28,	2012-09-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000035/0000063908-12-000035-index.htm,0000063908
377,8-K	Current report,	2012-09-24,	2012-09-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000032/0000063908-12-000032-index.htm,0000063908
378,8-K	Current report,	2012-09-12,	2012-09-11	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000029/0000063908-12-000029-index.htm,0000063908
379,8-K	Current report,	2012-08-09,	2012-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512347110/0001193125-12-347110-index.htm,0000063908
380,10-Q	Quarterly report [Sections 13 or 15(d)],	2012-08-06,	2012-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512336626/0001193125-12-336626-index.htm,0000063908
381,8-K	Current report,	2012-07-23,	2012-07-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512309785/0001193125-12-309785-index.htm,0000063908
382,8-K	Current report,	2012-07-20,	2012-07-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512308737/0001193125-12-308737-index.htm,0000063908
383,11-K	Annual report of employee stock purchase savings and similar plans,	2012-06-21,	2011-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512278223/0001193125-12-278223-index.htm,0000063908
384,8-K	Current report,	2012-06-18,	2012-06-14	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512273954/0001193125-12-273954-index.htm,0000063908
385,8-K	Current report,	2012-06-11,	2012-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512266884/0001193125-12-266884-index.htm,0000063908
386,8-K	Current report,	2012-05-29,	2012-05-29	,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912040439/0001104659-12-040439-index.htm,0000063908
387,8-K	Current report,	2012-05-29,	2012-05-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512251238/0001193125-12-251238-index.htm,0000063908
388,424B2	Prospectus [Rule 424(b)(2)],	2012-05-24		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912039858/0001104659-12-039858-index.htm,0000063908
389,424B2	Prospectus [Rule 424(b)(2)],	2012-05-24		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912039857/0001104659-12-039857-index.htm,0000063908
390,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2012-05-23		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912039513/0001104659-12-039513-index.htm,0000063908
391,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2012-05-23		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912039512/0001104659-12-039512-index.htm,0000063908
392,8-K	Current report,	2012-05-08,	2012-05-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000025/0000063908-12-000025-index.htm,0000063908
393,10-Q	Quarterly report [Sections 13 or 15(d)],	2012-05-08,	2012-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512217184/0001193125-12-217184-index.htm,0000063908
394,424B5	Prospectus [Rule 424(b)(5)],	2012-05-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000023/0000063908-12-000023-index.htm,0000063908
395,8-K	Current report,	2012-04-20,	2012-04-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512171876/0001193125-12-171876-index.htm,0000063908
396,ARS	Annual Report to Security Holders,	2012-04-16,	2011-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999712008941/9999999997-12-008941-index.htm,0000063908
397,8-K	Current report,	2012-04-16,	2012-04-16	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000015/0000063908-12-000015-index.htm,0000063908
398,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2012-04-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512162056/0001193125-12-162056-index.htm,0000063908
399,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2012-04-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512162054/0001193125-12-162054-index.htm,0000063908
400,DEF 14A	Other definitive proxy statements,	2012-04-13,	2012-05-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512162053/0001193125-12-162053-index.htm,0000063908
401,8-K	Current report,	2012-03-26,	2012-03-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000013/0000063908-12-000013-index.htm,0000063908
402,NO ACT	No Action Letter,	2012-03-14,	2012-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999712003575/9999999997-12-003575-index.htm,0000063908
403,8-K	Current report,	2012-03-08,	2012-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000011/0000063908-12-000011-index.htm,0000063908
404,PRE 14A	Other preliminary proxy statements,	2012-03-07,	2012-05-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512101459/0001193125-12-101459-index.htm,0000063908
405,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2012-02-24,	2011-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512077317/0001193125-12-077317-index.htm,0000063908
406,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2012-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506612002872/0000315066-12-002872-index.htm,0000063908
407,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2012-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000108636412001825/0001086364-12-001825-index.htm,0000063908
408,8-K	Current report,	2012-02-10,	2012-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000009/0000063908-12-000009-index.htm,0000063908
409,8-K	Current report,	2012-02-08,	2012-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000007/0000063908-12-000007-index.htm,0000063908
410,8-K	Current report,	2012-02-07,	2012-02-07	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000005/0000063908-12-000005-index.htm,0000063908
411,424B2	Prospectus [Rule 424(b)(2)],	2012-02-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912006640/0001104659-12-006640-index.htm,0000063908
412,424B2	Prospectus [Rule 424(b)(2)],	2012-02-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912006639/0001104659-12-006639-index.htm,0000063908
413,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2012-02-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912006265/0001104659-12-006265-index.htm,0000063908
414,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2012-02-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465912006263/0001104659-12-006263-index.htm,0000063908
415,NO ACT	No Action Letter,	2012-02-01,	2012-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999712000737/9999999997-12-000737-index.htm,0000063908
416,8-K	Current report,	2012-01-31,	2012-01-25	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390812000003/0000063908-12-000003-index.htm,0000063908
417,8-K	Current report,	2012-01-24,	2012-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312512021090/0001193125-12-021090-index.htm,0000063908
418,8-K	Current report,	2011-12-12,	2011-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000092/0000063908-11-000092-index.htm,0000063908
419,8-K	Current report,	2011-11-14,	2011-11-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000090/0000063908-11-000090-index.htm,0000063908
420,8-K	Current report,	2011-11-08,	2011-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000086/0000063908-11-000086-index.htm,0000063908
421,10-Q	Quarterly report [Sections 13 or 15(d)],	2011-11-04,	2011-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511296575/0001193125-11-296575-index.htm,0000063908
422,8-K	Current report,	2011-10-21,	2011-10-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511276724/0001193125-11-276724-index.htm,0000063908
423,S-8	Securities to be offered to employees in employee benefit plans,	2011-10-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000084/0000063908-11-000084-index.htm,0000063908
424,8-K	Current report,	2011-09-30,	2011-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000075/0000063908-11-000075-index.htm,0000063908
425,424B2	Prospectus [Rule 424(b)(2)],	2011-09-28		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000073/0000063908-11-000073-index.htm,0000063908
426,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2011-09-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000070/0000063908-11-000070-index.htm,0000063908
427,8-K	Current report,	2011-09-26,	2011-09-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000067/0000063908-11-000067-index.htm,0000063908
428,8-K	Current report,	2011-09-12,	2011-09-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000065/0000063908-11-000065-index.htm,0000063908
429,8-K/A	Current report - amendment,	2011-08-19,	2011-08-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000063/0000063908-11-000063-index.htm,0000063908
430,8-K	Current report,	2011-08-08,	2011-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000060/0000063908-11-000060-index.htm,0000063908
431,10-Q	Quarterly report [Sections 13 or 15(d)],	2011-08-05,	2011-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511211544/0001193125-11-211544-index.htm,0000063908
432,UPLOAD	SEC-generated letter,	2011-08-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000011047301/0000000000-11-047301-index.htm,0000063908
433,8-K	Current report,	2011-07-26,	2011-07-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000057/0000063908-11-000057-index.htm,0000063908
434,8-K	Current report,	2011-07-22,	2011-07-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511194229/0001193125-11-194229-index.htm,0000063908
435,CORRESP	Correspondence,	2011-07-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000054/0000063908-11-000054-index.htm,0000063908
436,424B5	Prospectus [Rule 424(b)(5)],	2011-07-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000051/0000063908-11-000051-index.htm,0000063908
437,UPLOAD	SEC-generated letter,	2011-06-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000011039664/0000000000-11-039664-index.htm,0000063908
438,11-K	Annual report of employee stock purchase savings and similar plans,	2011-06-21,	2010-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511169674/0001193125-11-169674-index.htm,0000063908
439,8-K	Current report,	2011-06-10,	2011-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000047/0000063908-11-000047-index.htm,0000063908
440,8-K	Current report,	2011-05-23,	2011-05-18	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511147841/0001193125-11-147841-index.htm,0000063908
441,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2011-05-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000043/0000063908-11-000043-index.htm,0000063908
442,8-K	Current report,	2011-05-20,	2011-05-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000041/0000063908-11-000041-index.htm,0000063908
443,424B2	Prospectus [Rule 424(b)(2)],	2011-05-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000037/0000063908-11-000037-index.htm,0000063908
444,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2011-05-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000031/0000063908-11-000031-index.htm,0000063908
445,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2011-05-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342311000275/0000903423-11-000275-index.htm,0000063908
446,8-K	Current report,	2011-05-09,	2011-05-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000028/0000063908-11-000028-index.htm,0000063908
447,10-Q	Quarterly report [Sections 13 or 15(d)],	2011-05-06,	2011-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511129826/0001193125-11-129826-index.htm,0000063908
448,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2011-05-03		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000025/0000063908-11-000025-index.htm,0000063908
449,8-K	Current report,	2011-04-21,	2011-04-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511104518/0001193125-11-104518-index.htm,0000063908
450,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2011-04-15		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000023/0000063908-11-000023-index.htm,0000063908
451,ARS	Annual Report to Security Holders,	2011-04-13,	2010-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999711008766/9999999997-11-008766-index.htm,0000063908
452,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2011-04-08		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511092008/0001193125-11-092008-index.htm,0000063908
453,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2011-04-08		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511092005/0001193125-11-092005-index.htm,0000063908
454,DEF 14A	Other definitive proxy statements,	2011-04-08,	2011-05-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511091980/0001193125-11-091980-index.htm,0000063908
455,NO ACT	No Action Letter,	2011-03-15,	2011-01-18	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999711005157/9999999997-11-005157-index.htm,0000063908
456,8-K	Current report,	2011-03-09,	2011-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000020/0000063908-11-000020-index.htm,0000063908
457,PRE 14A	Other preliminary proxy statements,	2011-03-03,	2011-05-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511055089/0001193125-11-055089-index.htm,0000063908
458,NO ACT	No Action Letter,	2011-02-25,	2011-01-18	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999711003216/9999999997-11-003216-index.htm,0000063908
459,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2011-02-25,	2010-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511046701/0001193125-11-046701-index.htm,0000063908
460,8-K	Current report,	2011-02-14,	2011-02-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000017/0000063908-11-000017-index.htm,0000063908
461,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2011-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000142284911000252/0001422849-11-000252-index.htm,0000063908
462,NO ACT	No Action Letter,	2011-02-10,	2011-01-18	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999711001451/9999999997-11-001451-index.htm,0000063908
463,EFFECT	Notice of Effectiveness,	2011-02-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999511000389/9999999995-11-000389-index.htm,0000063908
464,POS AM	Post-Effective amendments for registration statement,	2011-02-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000015/0000063908-11-000015-index.htm,0000063908
465,8-K	Current report,	2011-02-08,	2011-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000012/0000063908-11-000012-index.htm,0000063908
466,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2011-02-07		,,https://www.sec.gov/Archives/edgar/data/0000063908/000108636411003314/0001086364-11-003314-index.htm,0000063908
467,8-K	Current report,	2011-02-01,	2011-01-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390811000009/0000063908-11-000009-index.htm,0000063908
468,8-K	Current report,	2011-01-24,	2011-01-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312511012490/0001193125-11-012490-index.htm,0000063908
469,8-K	Current report,	2010-12-20,	2010-12-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510284652/0001193125-10-284652-index.htm,0000063908
470,8-K	Current report,	2010-12-10,	2010-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510278453/0001193125-10-278453-index.htm,0000063908
471,8-K	Current report,	2010-12-09,	2010-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510277446/0001193125-10-277446-index.htm,0000063908
472,8-K	Current report,	2010-11-09,	2010-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510253647/0001193125-10-253647-index.htm,0000063908
473,8-K	Current report,	2010-11-05,	2010-11-01	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510249967/0001193125-10-249967-index.htm,0000063908
474,10-Q	Quarterly report [Sections 13 or 15(d)],	2010-11-05,	2010-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510249223/0001193125-10-249223-index.htm,0000063908
475,424B2	Prospectus [Rule 424(b)(2)],	2010-11-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910054750/0001104659-10-054750-index.htm,0000063908
476,8-K	Current report,	2010-10-21,	2010-10-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510233166/0001193125-10-233166-index.htm,0000063908
477,8-K	Current report,	2010-09-24,	2010-09-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510215983/0001193125-10-215983-index.htm,0000063908
478,8-K	Current report,	2010-09-10,	2010-09-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510207849/0001193125-10-207849-index.htm,0000063908
479,8-K	Current report,	2010-08-10,	2010-08-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510184786/0001193125-10-184786-index.htm,0000063908
480,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2010-08-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910043427/0001104659-10-043427-index.htm,0000063908
481,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2010-08-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910043425/0001104659-10-043425-index.htm,0000063908
482,10-Q	Quarterly report [Sections 13 or 15(d)],	2010-08-05,	2010-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510178634/0001193125-10-178634-index.htm,0000063908
483,424B2	Prospectus [Rule 424(b)(2)],	2010-07-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910040551/0001104659-10-040551-index.htm,0000063908
